;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
1643;NA;8.12;8.12;10.29;10.78;8.2;1100 A2_036ASH_8.2
1644;NA;7.68;7.68;9.93;10.45;9;1100 A2_036ASH_9
1645;NA;7.68;7.68;9.93;10.45;10;1100 A2_036ASH_10
1646;NA;7.9;7.9;10.11;10.62;11;1100 A2_036ASH_11
1647;4.25;4.25;9.91;11.86;12.17;12;1100 A2_036ASH_12
1648;NA;6.87;6.87;9.27;9.86;13;1100 A2_036ASH_13
1649;5.5;5.5;10.93;12.83;13.02;14;1100 A2_036ASH_14
1650;5.75;5.75;11.62;13.53;13.63;16;1100 A2_036ASH_16
1651;NA;9.44;9.44;11.43;11.8;17;1100 A2_036ASH_17
1652;NA;6.51;6.51;8.98;9.59;18;1100 A2_036ASH_18
1653;NA;5.89;5.89;8.49;9.14;19;1100 A2_036ASH_19
1654;NA;9.63;9.63;11.6;11.95;20;1100 A2_036ASH_20
1655;NA;7.79;7.79;10.02;10.53;22;1100 A2_036ASH_22
1656;NA;11.17;11.17;13.07;13.23;23;1100 A2_036ASH_23
1657;4.6;4.6;10.26;12.19;12.46;24;1100 A2_036ASH_24
1658;NA;9.81;9.81;11.77;12.09;25;1100 A2_036ASH_25
1659;4;4;5.51;8.19;8.86;26;1100 A2_036ASH_26
1660;NA;8.65;8.65;10.74;11.18;27;1100 A2_036ASH_27
1661;NA;8.95;8.95;11;11.41;28;1100 A2_036ASH_28
1662;NA;9.15;9.15;11.18;11.57;29;1100 A2_036ASH_29
1663;NA;9.25;9.25;11.26;11.64;30;1100 A2_036ASH_30
1664;NA;7.57;7.57;9.84;10.37;32;1100 A2_036ASH_32
1665;NA;6.75;6.75;9.17;9.77;33;1100 A2_036ASH_33
1666;2.5;2.5;7.34;9.65;10.2;35;1100 A2_036ASH_35
1667;NA;9.05;9.05;11.09;11.49;36;1100 A2_036ASH_36
1668;NA;7.34;7.34;9.65;10.2;37;1100 A2_036ASH_37
1669;NA;6.39;6.39;8.88;9.51;4.1;1102 A2_042ASH_4.1
1670;NA;7.9;7.9;10.11;10.63;6;1102 A2_042ASH_6
1671;NA;6.87;6.87;9.27;9.87;7;1102 A2_042ASH_7
1672;NA;6.87;6.87;9.27;9.87;8.1;1102 A2_042ASH_8.1
1673;NA;4.19;4.19;7.14;7.89;10;1102 A2_042ASH_10
1674;NA;4.72;4.72;7.56;8.29;11;1102 A2_042ASH_11
1675;NA;5.38;5.38;8.08;8.78;12;1102 A2_042ASH_12
1676;NA;5.12;5.12;7.88;8.58;13;1102 A2_042ASH_13
1677;NA;4.19;4.19;7.14;7.89;14;1102 A2_042ASH_14
1678;3.5;3.5;4.59;7.46;8.19;16;1102 A2_042ASH_16
1679;NA;9.05;9.05;11.09;11.5;17;1102 A2_042ASH_17
1680;NA;5.38;5.38;8.08;8.78;18;1102 A2_042ASH_18
1681;NA;8.44;8.44;10.56;11.03;20;1102 A2_042ASH_20
1682;NA;7.45;7.45;9.74;10.3;21;1102 A2_042ASH_21
1683;NA;7.68;7.68;9.93;10.46;22;1102 A2_042ASH_22
1684;NA;6.14;6.14;8.69;9.33;24;1102 A2_042ASH_24
1685;NA;5.64;5.64;8.29;8.97;26;1102 A2_042ASH_26
1686;NA;4.86;4.86;7.67;8.39;27;1102 A2_042ASH_27
1687;NA;4.59;4.59;7.46;8.19;29;1102 A2_042ASH_29
1688;NA;5.51;5.51;8.19;8.87;30;1102 A2_042ASH_30
1689;NA;6.63;6.63;9.08;9.69;34;1102 A2_042ASH_34
1690;NA;4.32;4.32;7.25;7.99;35;1102 A2_042ASH_35
1691;NA;6.75;6.75;9.17;9.78;36;1102 A2_042ASH_36
1692;NA;5.64;5.64;8.29;8.97;37;1102 A2_042ASH_37
1693;NA;4.19;4.19;7.14;7.89;38;1102 A2_042ASH_38
1694;NA;5.76;5.76;8.39;9.06;42;1102 A2_042ASH_42
1695;NA;5.76;5.76;8.39;9.06;43;1102 A2_042ASH_43
1696;3.4;3.4;6.87;9.27;9.87;45;1102 A2_042ASH_45
1697;NA;5.64;5.64;8.29;8.97;46;1102 A2_042ASH_46
1698;4.25;4.25;6.02;8.59;9.24;47;1102 A2_042ASH_47
1699;4.25;4.25;9.25;11.26;11.66;49;1102 A2_042ASH_49
1700;NA;7.11;7.11;9.46;10.04;50;1102 A2_042ASH_50
1701;NA;5.76;5.76;8.39;9.06;52;1102 A2_042ASH_52
1702;NA;7.68;7.68;9.93;10.46;54;1102 A2_042ASH_54
1703;3.5;3.5;4.86;7.67;8.39;55;1102 A2_042ASH_55
1704;NA;5.25;5.25;7.98;8.68;58;1102 A2_042ASH_58
1705;NA;6.51;6.51;8.98;9.6;59;1102 A2_042ASH_59
1706;3.5;3.5;6.87;9.27;9.87;63;1102 A2_042ASH_63
1707;3.5;3.5;5.12;7.88;8.58;64;1102 A2_042ASH_64
1708;4.5;4.5;7.34;9.65;10.21;65;1102 A2_042ASH_65
1709;3.4;3.4;4.86;7.67;8.39;66;1102 A2_042ASH_66
1710;NA;6.14;6.14;8.69;9.33;67;1102 A2_042ASH_67
1711;NA;8.54;8.54;10.65;11.11;69;1102 A2_042ASH_69
1712;3.7;3.7;6.14;8.69;9.33;70;1102 A2_042ASH_70
1713;4.25;4.25;5.25;7.98;8.68;71.1;1102 A2_042ASH_71.1
1714;NA;4.72;4.72;7.56;8.29;71.2;1102 A2_042ASH_71.2
1715;NA;6.14;6.14;8.69;9.33;72.1;1102 A2_042ASH_72.1
1716;NA;5.64;5.64;8.29;8.97;72.2;1102 A2_042ASH_72.2
1717;NA;7.34;7.34;9.65;10.21;73;1102 A2_042ASH_73
1718;NA;4.59;4.59;7.46;8.19;74;1102 A2_042ASH_74
1719;NA;6.14;6.14;8.69;9.33;75;1102 A2_042ASH_75
1720;NA;8.44;8.44;10.56;11.03;76;1102 A2_042ASH_76
1721;NA;4.86;4.86;7.67;8.39;78;1102 A2_042ASH_78
1722;NA;5.12;5.12;7.88;8.58;79;1102 A2_042ASH_79
1723;NA;6.14;6.14;8.69;9.33;80;1102 A2_042ASH_80
1724;3.5;3.5;5.89;8.49;9.15;81;1102 A2_042ASH_81
1725;3.5;3.5;6.51;8.98;9.6;82;1102 A2_042ASH_82
1726;NA;6.02;6.02;8.59;9.24;86;1102 A2_042ASH_86
1727;3.75;3.75;5.89;8.49;9.15;87;1102 A2_042ASH_87
1728;NA;6.02;6.02;8.59;9.24;88.1;1102 A2_042ASH_88.1
1729;3;3;4.19;7.14;7.89;90;1102 A2_042ASH_90
1730;3.5;3.5;6.87;9.27;9.87;91;1102 A2_042ASH_91
1731;NA;6.02;6.02;8.59;9.24;92;1102 A2_042ASH_92
1732;4;4;6.99;9.37;9.95;93;1102 A2_042ASH_93
1733;NA;6.75;6.75;9.17;9.82;2;1104 A2_045ASH_2
1734;NA;6.14;6.14;8.69;9.37;3;1104 A2_045ASH_3
1735;NA;4.59;4.59;7.46;8.23;4;1104 A2_045ASH_4
1736;NA;6.99;6.99;9.37;10;5;1104 A2_045ASH_5
1737;NA;6.87;6.87;9.27;9.91;6;1104 A2_045ASH_6
1738;NA;4.32;4.32;7.25;8.02;9;1104 A2_045ASH_9
1739;NA;6.14;6.14;8.69;9.37;10;1104 A2_045ASH_10
1740;NA;5.64;5.64;8.29;9;12;1104 A2_045ASH_12
1741;NA;4.46;4.46;7.35;8.12;14;1104 A2_045ASH_14
1742;NA;5.89;5.89;8.49;9.19;15;1104 A2_045ASH_15
1743;NA;6.14;6.14;8.69;9.37;16;1104 A2_045ASH_16
1744;NA;6.14;6.14;8.69;9.37;17;1104 A2_045ASH_17
1745;NA;5.38;5.38;8.08;8.81;18;1104 A2_045ASH_18
1746;NA;6.51;6.51;8.98;9.64;19;1104 A2_045ASH_19
1747;NA;7.11;7.11;9.46;10.08;21;1104 A2_045ASH_21
1748;NA;6.14;6.14;8.69;9.37;22;1104 A2_045ASH_22
1749;3.75;3.75;8.12;10.29;10.84;23;1104 A2_045ASH_23
1750;NA;6.26;6.26;8.79;9.46;24;1104 A2_045ASH_24
1751;NA;5.64;5.64;8.29;9;25.1;1104 A2_045ASH_25.1
1752;NA;4.86;4.86;7.67;8.42;25.2;1104 A2_045ASH_25.2
1753;NA;6.87;6.87;9.27;9.91;26;1104 A2_045ASH_26
1754;3.3;3.3;4.59;7.46;8.23;28;1104 A2_045ASH_28
1755;3.3;3.3;9.34;11.35;11.78;29;1104 A2_045ASH_29
1756;3.5;3.5;4.59;7.46;8.23;30;1104 A2_045ASH_30
1757;5;5;5.12;7.88;8.62;32;1104 A2_045ASH_32
1758;3.5;3.5;6.14;8.69;9.37;34.1;1104 A2_045ASH_34.1
1759;NA;4.86;4.86;7.67;8.42;34.2;1104 A2_045ASH_34.2
1760;4.4;4.4;5.76;8.39;9.1;35;1104 A2_045ASH_35
1761;NA;5.25;5.25;7.98;8.72;36;1104 A2_045ASH_36
1762;NA;6.99;6.99;9.37;10;37;1104 A2_045ASH_37
1763;NA;5.38;5.38;8.08;8.81;38;1104 A2_045ASH_38
1764;NA;4.46;4.46;7.35;8.12;39.1;1104 A2_045ASH_39.1
1765;3;3;4.46;7.35;8.12;40;1104 A2_045ASH_40
1766;NA;7.11;7.11;9.46;10.08;41;1104 A2_045ASH_41
1767;NA;4.86;4.86;7.67;8.42;43;1104 A2_045ASH_43
1768;2.75;2.75;5.38;8.08;8.81;44;1104 A2_045ASH_44
1769;NA;8.01;8.01;10.2;10.76;45;1104 A2_045ASH_45
1770;NA;13.19;13.19;15.28;15.3;1;1106 A1_1_1
1771;NA;15;15;17.68;17.41;2;1106 A1_1_2
1772;NA;16.14;16.14;19.54;19.06;3;1106 A1_1_3
1773;16;16;17.78;22.95;22.18;4.1;1106 A1_1_4.1
1774;NA;16.07;16.07;19.43;18.96;5;1106 A1_1_5
1775;NA;19.14;19.14;26.92;26.04;6;1106 A1_1_6
1776;5;5;15.16;17.93;17.63;7;1106 A1_1_7
1777;NA;10.85;10.85;12.75;13.07;9;1106 A1_1_9
1778;NA;18.12;18.12;23.82;22.99;10;1106 A1_1_10
1779;NA;17.83;17.83;23.08;22.3;11.1;1106 A1_1_11.1
1780;NA;16.93;16.93;21.06;20.43;11.2;1106 A1_1_11.2
1781;18;18;13.8;16.03;15.95;12;1106 A1_1_12
1782;NA;17.17;17.17;21.55;20.88;13;1106 A1_1_13
1783;16.5;16.5;18.84;25.93;25.05;14;1106 A1_1_14
1784;NA;12.77;12.77;14.78;14.86;15.2;1106 A1_1_15.2
1785;NA;17.87;17.87;23.17;22.38;16.1;1106 A1_1_16.1
1786;NA;15.61;15.61;18.63;18.25;16.2;1106 A1_1_16.2
1787;NA;17.63;17.63;22.59;21.84;17.1;1106 A1_1_17.1
1788;NA;15.12;15.12;17.87;17.57;17.2;1106 A1_1_17.2
1789;NA;15.24;15.24;18.05;17.73;18;1106 A1_1_18
1790;NA;17.76;17.76;22.91;22.13;19.1;1106 A1_1_19.1
1791;NA;16.81;16.81;20.81;20.2;19.2;1106 A1_1_19.2
1792;NA;11.91;11.91;13.83;14.03;19.3;1106 A1_1_19.3
1793;NA;15;15;17.68;17.41;20;1106 A1_1_20
1794;NA;13.8;13.8;16.03;15.95;21.2;1106 A1_1_21.2
1795;NA;13.69;13.69;15.89;15.84;21.3;1106 A1_1_21.3
1796;NA;16.35;16.35;19.92;19.4;22.1;1106 A1_1_22.1
1797;NA;13.31;13.31;15.41;15.42;22.2;1106 A1_1_22.2
1798;NA;18.24;18.24;24.15;23.31;25;1106 A1_1_25
1799;NA;15.39;15.39;18.28;17.94;26.1;1106 A1_1_26.1
1800;NA;13.02;13.02;15.07;15.11;26.2;1106 A1_1_26.2
1801;NA;14.25;14.25;16.62;16.47;27.2;1106 A1_1_27.2
1802;NA;11.98;11.98;13.91;14.09;28;1106 A1_1_28
1803;NA;16.91;16.91;21.01;20.39;29;1106 A1_1_29
1804;16.5;16.5;18.87;26.04;25.16;30;1106 A1_1_30
1805;NA;15.71;15.71;18.81;18.41;31;1106 A1_1_31
1806;NA;9.05;9.05;11.09;11.6;32;1106 A1_1_32
1807;NA;15.78;15.78;18.92;18.51;33;1106 A1_1_33
1808;16;16;18.82;25.86;24.98;34;1106 A1_1_34
1809;11;11;15.61;18.63;18.25;35;1106 A1_1_35
1810;NA;17.17;17.17;21.55;20.9;2;1106 A1_2_2
1811;NA;18.33;18.33;24.4;23.57;3;1106 A1_2_3
1812;NA;14.1;14.1;16.42;16.32;4.2;1106 A1_2_4.2
1813;NA;19.11;19.11;26.81;25.96;6;1106 A1_2_6
1814;NA;19.33;19.33;27.61;26.78;8;1106 A1_2_8
1815;NA;15.54;15.54;18.52;18.17;9;1106 A1_2_9
1816;NA;17.78;17.78;22.95;22.2;10;1106 A1_2_10
1817;NA;17.55;17.55;22.41;21.69;11.1;1106 A1_2_11.1
1818;NA;17.15;17.15;21.5;20.86;11.2;1106 A1_2_11.2
1819;8;8;15.88;19.09;18.68;12;1106 A1_2_12
1820;NA;16.73;16.73;20.65;20.08;14;1106 A1_2_14
1821;NA;15.5;15.5;18.46;18.12;15;1106 A1_2_15
1822;NA;18.65;18.65;25.34;24.49;16;1106 A1_2_16
1823;NA;17.39;17.39;22.03;21.34;17;1106 A1_2_17
1824;NA;16.38;16.38;19.97;19.47;18;1106 A1_2_18
1825;NA;18.78;18.78;25.75;24.89;19;1106 A1_2_19
1826;NA;16.46;16.46;20.13;19.61;20;1106 A1_2_20
1827;15;15;17.12;21.45;20.81;21;1106 A1_2_21
1828;NA;17.9;17.9;23.26;22.49;22.1;1106 A1_2_22.1
1829;13.5;13.5;17.51;22.31;21.6;23;1106 A1_2_23
1830;12;12;17.55;22.41;21.69;24;1106 A1_2_24
1831;NA;18.54;18.54;24.99;24.15;25;1106 A1_2_25
1832;16.25;16.25;17.81;23.04;22.28;26;1106 A1_2_26
1833;NA;17.41;17.41;22.08;21.39;27;1106 A1_2_27
1834;15;15;17.7;22.77;22.03;28;1106 A1_2_28
1835;NA;18.02;18.02;23.56;22.77;30;1106 A1_2_30
1836;NA;14.39;14.39;16.81;16.66;31;1106 A1_2_31
1837;11.5;11.5;17.92;23.3;22.53;32.1;1106 A1_2_32.1
1838;NA;16.81;16.81;20.81;20.22;32.2;1106 A1_2_32.2
1839;9;9;16.41;20.02;19.51;33;1106 A1_2_33
1840;NA;17.01;17.01;21.21;20.55;3;1106 A1_3_3
1841;NA;17.15;17.15;21.5;20.82;5;1106 A1_3_5
1842;NA;18.93;18.93;26.22;25.32;7;1106 A1_3_7
1843;NA;17.37;17.37;21.99;21.27;9;1106 A1_3_9
1844;NA;16.93;16.93;21.06;20.42;12;1106 A1_3_12
1845;NA;17.78;17.78;22.95;22.16;14;1106 A1_3_14
1846;NA;19.07;19.07;26.68;25.78;16;1106 A1_3_16
1847;NA;15.85;15.85;19.03;18.6;18;1106 A1_3_18
1848;15;15;13.8;16.03;15.94;20;1106 A1_3_20
1849;NA;17.39;17.39;22.03;21.31;24;1106 A1_3_24
1850;NA;13.74;13.74;15.96;15.89;31;1106 A1_3_31
1851;NA;17.63;17.63;22.59;21.83;37;1106 A1_3_37
1852;NA;12.45;12.45;14.42;14.54;38;1106 A1_3_38
1853;14.5;14.5;17.67;22.68;21.91;42;1106 A1_3_42
1854;NA;16.78;16.78;20.75;20.14;43;1106 A1_3_43
1855;NA;18.15;18.15;23.9;23.04;1;1107 A1_1_1
1856;NA;16.46;16.46;20.13;19.56;2;1107 A1_1_2
1857;NA;11.77;11.77;13.68;13.88;3;1107 A1_1_3
1858;NA;16.35;16.35;19.92;19.37;4;1107 A1_1_4
1859;7.25;7.25;18.29;24.27;23.4;7;1107 A1_1_7
1860;NA;18.94;18.94;26.26;25.34;9;1107 A1_1_9
1861;NA;16.07;16.07;19.43;18.93;10;1107 A1_1_10
1862;NA;17.69;17.69;22.73;21.94;11;1107 A1_1_11
1863;NA;18.74;18.74;25.6;24.69;12;1107 A1_1_12
1864;NA;18.02;18.02;23.56;22.72;13;1107 A1_1_13
1865;NA;17.47;17.47;22.22;21.47;14;1107 A1_1_14
1866;NA;18.05;18.05;23.65;22.8;16;1107 A1_1_16
1867;11.5;11.5;15.78;18.92;18.49;17.1;1107 A1_1_17.1
1868;NA;10.85;10.85;12.75;13.06;17.2;1107 A1_1_17.2
1869;NA;17.21;17.21;21.65;20.94;18;1107 A1_1_18
1870;10;10;18.09;23.73;22.88;19;1107 A1_1_19
1871;NA;18.04;18.04;23.61;22.76;21;1107 A1_1_21
1872;6.75;6.75;15.5;18.46;18.08;22;1107 A1_1_22
1873;NA;16.17;16.17;19.59;19.08;23;1107 A1_1_23
1874;9.5;9.5;17.74;22.86;22.06;24;1107 A1_1_24
1875;NA;17.85;17.85;23.13;22.31;26;1107 A1_1_26
1876;NA;5.12;5.12;7.88;8.64;27;1107 A1_1_27
1877;NA;17.95;17.95;23.39;22.56;28;1107 A1_1_28
1878;NA;16.23;16.23;19.7;19.18;29;1107 A1_1_29
1879;12;12;18.52;24.95;24.05;30;1107 A1_1_30
1880;NA;17.35;17.35;21.94;21.21;31;1107 A1_1_31
1881;NA;16.81;16.81;20.81;20.17;32;1107 A1_1_32
1882;NA;18.85;18.85;25.97;25.05;33;1107 A1_1_33
1883;NA;13.64;13.64;15.82;15.76;35.1;1107 A1_1_35.1
1884;NA;11.7;11.7;13.61;13.81;35.2;1107 A1_1_35.2
1885;12;12;18.48;24.84;23.94;36;1107 A1_1_36
1886;NA;18.96;18.96;26.33;25.41;37;1107 A1_1_37
1887;NA;17.47;17.47;22.22;21.47;38;1107 A1_1_38
1888;10;10;18.71;25.53;24.62;39;1107 A1_1_39
1889;NA;16.04;16.04;19.37;18.89;40;1107 A1_1_40
1890;8.5;8.5;16.01;19.31;18.84;41;1107 A1_1_41
1891;NA;17.12;17.12;21.45;20.78;1;1107 A1_2_1
1892;NA;17.97;17.97;23.43;22.62;2;1107 A1_2_2
1893;9;9;15.85;19.03;18.6;3;1107 A1_2_3
1894;NA;18.65;18.65;25.34;24.45;4;1107 A1_2_4
1895;NA;18.24;18.24;24.15;23.3;6;1107 A1_2_6
1896;NA;16.73;16.73;20.65;20.05;10;1107 A1_2_10
1897;NA;17.7;17.7;22.77;22;11;1107 A1_2_11
1898;NA;14.05;14.05;16.36;16.24;14;1107 A1_2_14
1899;8.75;8.75;16.63;20.44;19.87;16;1107 A1_2_16
1900;7.5;7.5;14.52;17;16.8;18;1107 A1_2_18
1901;NA;14.05;14.05;16.36;16.24;20;1107 A1_2_20
1902;NA;18.15;18.15;23.9;23.06;21;1107 A1_2_21
1903;10;10;17.57;22.45;21.7;22;1107 A1_2_22
1904;NA;16.55;16.55;20.29;19.73;23;1107 A1_2_23
1905;NA;17.59;17.59;22.5;21.75;24;1107 A1_2_24
1906;NA;17.87;17.87;23.17;22.37;29;1107 A1_2_29
1907;NA;16.73;16.73;20.65;20.05;31;1107 A1_2_31
1908;NA;17.57;17.57;22.45;21.7;32;1107 A1_2_32
1909;NA;14.7;14.7;17.25;17.03;35;1107 A1_2_35
1910;NA;15.08;15.08;17.81;17.51;39;1107 A1_2_39
1911;9;9;18.84;25.93;25.04;40;1107 A1_2_40
1912;NA;17.55;17.55;22.41;21.66;17;1107 A1_2_17
1913;11.5;11.5;18.59;25.15;24.27;19;1107 A1_2_19
1914;NA;15.54;15.54;18.52;18.14;25.1;1107 A1_2_25.1
1915;NA;11.09;11.09;12.99;13.28;25.2;1107 A1_2_25.2
1916;NA;17.83;17.83;23.08;22.29;33.1;1107 A1_2_33.1
1917;NA;16.68;16.68;20.55;19.96;33.2;1107 A1_2_33.2
1918;NA;15.04;15.04;17.74;17.46;34.1;1107 A1_2_34.1
1919;NA;13.53;13.53;15.69;15.65;34.2;1107 A1_2_34.2
1920;10.25;10.25;14.39;16.81;16.64;36.1;1107 A1_2_36.1
1921;NA;10.93;10.93;12.83;13.14;36.2;1107 A1_2_36.2
1922;NA;12.9;12.9;14.92;14.98;36.3;1107 A1_2_36.3
1923;NA;16.17;16.17;19.59;19.1;37;1107 A1_2_37
1924;NA;17.57;17.57;22.45;21.7;38.1;1107 A1_2_38.1
1925;NA;17.15;17.15;21.5;20.83;38.2;1107 A1_2_38.2
1926;10;10;16.86;20.91;20.29;41.1;1107 A1_2_41.1
1927;NA;10.6;10.6;12.51;12.86;41.2;1107 A1_2_41.2
1928;NA;18.3;18.3;24.32;23.46;7;1107 A1_2_7
1929;NA;16.35;16.35;19.92;19.39;8;1107 A1_2_8
1930;12.5;12.5;19.11;26.81;25.93;9.1;1107 A1_2_9.1
1931;NA;9.34;9.34;11.35;11.81;2;1108 A1_024ASH_2
1932;NA;16.2;16.2;19.64;19.13;3;1108 A1_024ASH_3
1933;NA;18.43;18.43;24.68;23.78;4;1108 A1_024ASH_4
1934;NA;16.23;16.23;19.7;19.18;5;1108 A1_024ASH_5
1935;9.5;9.5;16.43;20.08;19.51;6;1108 A1_024ASH_6
1936;NA;18.7;18.7;25.49;24.57;7;1108 A1_024ASH_7
1937;9.25;9.25;15.5;18.46;18.07;9;1108 A1_024ASH_9
1938;NA;14.75;14.75;17.31;17.06;11;1108 A1_024ASH_11
1939;NA;12.52;12.52;14.5;14.59;13;1108 A1_024ASH_13
1940;NA;17.55;17.55;22.41;21.64;16;1108 A1_024ASH_16
1941;10.5;10.5;15.71;18.81;18.38;17;1108 A1_024ASH_17
1942;NA;14.66;14.66;17.19;16.95;18;1108 A1_024ASH_18
1943;NA;17.74;17.74;22.86;22.06;19;1108 A1_024ASH_19
1944;NA;17.74;17.74;22.86;22.06;20;1108 A1_024ASH_20
1945;NA;17.76;17.76;22.91;22.1;23;1108 A1_024ASH_23
1946;NA;18.27;18.27;24.23;23.36;26;1108 A1_024ASH_26
1947;10.5;10.5;17.12;21.45;20.76;27;1108 A1_024ASH_27
1948;13;13;15.39;18.28;17.92;29;1108 A1_024ASH_29
1949;NA;18.29;18.29;24.27;23.39;30;1108 A1_024ASH_30
1950;NA;18.85;18.85;25.97;25.05;31;1108 A1_024ASH_31
1951;NA;12.19;12.19;14.13;14.27;33;1108 A1_024ASH_33
1952;NA;17.43;17.43;22.13;21.38;34;1108 A1_024ASH_34
1953;11;11;17.26;21.75;21.03;35;1108 A1_024ASH_35
1954;13.5;13.5;17.45;22.17;21.42;36;1108 A1_024ASH_36
1955;11.5;11.5;18.85;25.97;25.05;37;1108 A1_024ASH_37
1956;NA;16.46;16.46;20.13;16.39;1;1501 A1_005BAR_1
1957;NA;12.39;12.39;14.35;12.12;2;1501 A1_005BAR_2
1958;NA;12.58;12.58;14.57;12.28;3;1501 A1_005BAR_3
1959;NA;13.02;13.02;15.07;12.64;4;1501 A1_005BAR_4
1960;NA;8.75;8.75;10.83;9.51;5;1501 A1_005BAR_5
1961;NA;12.45;12.45;14.42;12.17;6;1501 A1_005BAR_6
1962;NA;13.19;13.19;15.28;12.8;7.1;1501 A1_005BAR_7.1
1963;NA;12.58;12.58;14.57;12.28;7.2;1501 A1_005BAR_7.2
1964;NA;8.23;8.23;10.38;9.17;7.3;1501 A1_005BAR_7.3
1965;NA;15.81;15.81;18.98;15.53;8;1501 A1_005BAR_8
1966;NA;16.07;16.07;19.43;15.86;9;1501 A1_005BAR_9
1967;NA;12.32;12.32;14.28;12.06;10;1501 A1_005BAR_10
1968;NA;9.44;9.44;11.43;9.96;11;1501 A1_005BAR_11
1969;NA;17.69;17.69;22.73;18.38;12;1501 A1_005BAR_12
1970;NA;14.7;14.7;17.25;14.25;13;1501 A1_005BAR_13
1971;NA;12.32;12.32;14.28;12.06;14;1501 A1_005BAR_14
1972;NA;15.12;15.12;17.87;14.7;15;1501 A1_005BAR_15
1973;NA;7.57;7.57;9.84;8.75;16;1501 A1_005BAR_16
1974;12;12;14.83;17.44;14.39;18;1501 A1_005BAR_18
1975;NA;7.34;7.34;9.65;8.61;19;1501 A1_005BAR_19
1976;20;20;15.85;19.03;15.57;20;1501 A1_005BAR_20
1977;14;14;13.13;15.21;12.75;21;1501 A1_005BAR_21
1978;15;15;12.58;14.57;12.28;22;1501 A1_005BAR_22
1979;NA;15.88;15.88;19.09;15.61;23;1501 A1_005BAR_23
1980;NA;17.45;17.45;22.17;17.95;24;1501 A1_005BAR_24
1981;NA;14.1;14.1;16.42;13.64;25;1501 A1_005BAR_25
1982;NA;11.17;11.17;13.07;11.17;26;1501 A1_005BAR_26
1983;NA;16.29;16.29;19.81;16.15;28;1501 A1_005BAR_28
1984;20;20;16.07;19.43;15.86;30;1501 A1_005BAR_30
1985;NA;16.32;16.32;19.86;16.19;31;1501 A1_005BAR_31
1986;NA;4.59;4.59;7.46;6.91;32;1501 A1_005BAR_32
1987;10;10;10.17;12.1;10.46;33;1501 A1_005BAR_33
1988;12;12;16.04;19.37;15.82;34;1501 A1_005BAR_34
1989;NA;15.71;15.71;18.81;15.4;36;1501 A1_005BAR_36
1990;NA;16.29;16.29;19.81;16.15;37;1501 A1_005BAR_37
1991;15;15;15.39;18.28;15.01;38;1501 A1_005BAR_38
1992;NA;16.41;16.41;20.02;16.31;39;1501 A1_005BAR_39
1993;NA;15.43;15.43;18.34;15.05;40;1501 A1_005BAR_40
1994;12.5;12.5;12.45;14.42;12.17;41;1501 A1_005BAR_41
1995;NA;16.17;16.17;19.59;15.98;42;1501 A1_005BAR_42
1996;NA;14.7;14.7;17.25;14.25;44;1501 A1_005BAR_44
1997;14.5;14.5;10.35;12.27;10.58;46;1501 A1_005BAR_46
1998;NA;15.5;15.5;18.46;15.14;47;1501 A1_005BAR_47
1999;NA;9.63;9.63;11.6;10.09;49;1501 A1_005BAR_49
2000;NA;14.39;14.39;16.81;13.92;50;1501 A1_005BAR_50
2001;NA;15.24;15.24;18.05;14.84;51;1501 A1_005BAR_51
2002;NA;13.13;13.13;15.21;12.75;52;1501 A1_005BAR_52
2003;NA;12.52;12.52;14.5;12.22;53;1501 A1_005BAR_53
2004;NA;13.69;13.69;15.89;13.25;54;1501 A1_005BAR_54
2005;18;18;12.83;14.85;12.49;55;1501 A1_005BAR_55
2006;13;13;15.78;18.92;15.48;56;1501 A1_005BAR_56
2007;16.5;16.5;18.12;23.82;19.24;57;1501 A1_005BAR_57
2008;NA;15.24;15.24;18.05;14.84;58;1501 A1_005BAR_58
2009;11.5;11.5;10.85;12.75;10.94;59;1501 A1_005BAR_59
2010;NA;12.58;12.58;14.57;12.28;60;1501 A1_005BAR_60
2011;NA;16.73;16.73;20.65;16.78;61;1501 A1_005BAR_61
2012;NA;8.75;8.75;10.83;9.51;62;1501 A1_005BAR_62
2013;NA;15.98;15.98;19.26;15.74;63.1;1501 A1_005BAR_63.1
2014;NA;15.91;15.91;19.15;15.65;63.2;1501 A1_005BAR_63.2
2015;NA;13.19;13.19;15.28;12.8;64;1501 A1_005BAR_64
2016;NA;9.44;9.44;11.43;9.96;66.1;1501 A1_005BAR_66.1
2017;NA;8.95;8.95;11;9.64;66.2;1501 A1_005BAR_66.2
2018;NA;9.25;9.25;11.26;9.83;67;1501 A1_005BAR_67
2019;20;20;16.73;20.65;16.78;68;1501 A1_005BAR_68
2020;NA;12.58;12.58;14.57;12.28;70;1501 A1_005BAR_70
2021;NA;12.12;12.12;14.06;11.9;71;1501 A1_005BAR_71
2022;NA;13.69;13.69;15.89;13.25;72;1501 A1_005BAR_72
2023;NA;13.13;13.13;15.21;12.75;73;1501 A1_005BAR_73
2024;NA;9.05;9.05;11.09;9.7;74;1501 A1_005BAR_74
2025;13;13;12.83;14.85;12.49;75;1501 A1_005BAR_75
2026;NA;13.9;13.9;16.16;13.44;76;1501 A1_005BAR_76
2027;NA;10.35;10.35;12.27;10.58;77.1;1501 A1_005BAR_77.1
