;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
428;NA;9.44;9.44;11.43;11.88;83;0213 A2_3_83
429;8;8;6.02;8.59;9.19;1;0213 A2_4_1
430;17;17;18.05;23.65;22.51;2;0213 A2_4_2
431;16;16;17.85;23.13;22.02;4;0213 A2_4_4
432;NA;6.75;6.75;9.17;9.72;5;0213 A2_4_5
433;16.5;16.5;14.79;17.38;16.9;6;0213 A2_4_6
434;NA;12.71;12.71;14.71;14.59;7;0213 A2_4_7
435;16.5;16.5;17.15;21.5;20.54;9;0213 A2_4_9
436;14;14;12.77;14.78;14.65;10;0213 A2_4_10
437;NA;12.9;12.9;14.92;14.78;11;0213 A2_4_11
438;18.5;18.5;17.69;22.73;21.65;12;0213 A2_4_12
439;9.5;9.5;9.15;11.18;11.51;13;0213 A2_4_13
440;NA;7.11;7.11;9.46;9.98;14;0213 A2_4_14
441;NA;11.09;11.09;12.99;13.1;15;0213 A2_4_15
442;NA;12.9;12.9;14.92;14.78;16;0213 A2_4_16
443;NA;17.57;17.57;22.45;21.4;17;0213 A2_4_17
444;NA;6.75;6.75;9.17;9.72;18;0213 A2_4_18
445;NA;15.68;15.68;18.75;18.1;19;0213 A2_4_19
446;NA;13.02;13.02;15.07;14.9;20;0213 A2_4_20
447;NA;5.51;5.51;8.19;8.82;21;0213 A2_4_21
448;18;18;16.6;20.39;19.55;22;0213 A2_4_22
449;17.5;17.5;16.91;21.01;20.1;23;0213 A2_4_23
450;17.5;17.5;16.11;19.48;18.74;24;0213 A2_4_24
451;NA;16.84;16.84;20.86;19.96;25;0213 A2_4_25
452;12.75;12.75;9.63;11.6;11.89;26;0213 A2_4_26
453;12.75;12.75;12.45;14.42;14.34;27;0213 A2_4_27
454;NA;15.61;15.61;18.63;18;28;0213 A2_4_28
455;NA;16.65;16.65;20.5;19.64;29;0213 A2_4_29
456;NA;16.6;16.6;20.39;19.55;30;0213 A2_4_30
457;NA;11.55;11.55;13.45;13.5;31;0213 A2_4_31
458;14.5;14.5;15.5;18.46;17.84;32;0213 A2_4_32
459;NA;11.55;11.55;13.45;13.5;33;0213 A2_4_33
460;15;15;13.31;15.41;15.2;34;0213 A2_4_34
461;12;12;9.44;11.43;11.74;35;0213 A2_4_35
462;12;12;10.35;12.27;12.47;37;0213 A2_4_37
463;NA;11.55;11.55;13.45;13.5;38;0213 A2_4_38
464;NA;5.38;5.38;8.08;8.72;39;0213 A2_4_39
465;18;18;18.74;25.6;24.37;40;0213 A2_4_40
466;NA;15.71;15.71;18.81;18.15;41;0213 A2_4_41
467;NA;12.26;12.26;14.2;14.15;42;0213 A2_4_42
468;NA;8.12;8.12;10.29;10.73;43;0213 A2_4_43
469;NA;9.25;9.25;11.26;11.59;44;0213 A2_4_44
470;NA;12.58;12.58;14.57;14.47;45;0213 A2_4_45
471;NA;17.21;17.21;21.65;20.67;46;0213 A2_4_46
472;NA;15.78;15.78;18.92;18.25;47;0213 A2_4_47
473;NA;17.21;17.21;21.65;20.67;48;0213 A2_4_48
474;NA;14.1;14.1;16.42;16.07;49;0213 A2_4_49
475;NA;7.45;7.45;9.74;10.23;50;0213 A2_4_50
476;14;14;18.87;26.04;24.8;51;0213 A2_4_51
477;NA;13.64;13.64;15.82;15.55;52;0213 A2_4_52
478;15.2;15.2;15.31;18.17;17.59;53;0213 A2_4_53
479;18.25;18.25;17.72;22.82;21.74;54;0213 A2_4_54
480;16.5;16.5;15.91;19.15;18.44;55;0213 A2_4_55
481;NA;11.17;11.17;13.07;13.16;56.1;0213 A2_4_56.1
482;NA;10.85;10.85;12.75;12.89;56.2;0213 A2_4_56.2
483;NA;17.03;17.03;21.26;20.32;57;0213 A2_4_57
484;NA;14.34;14.34;16.75;16.35;58;0213 A2_4_58
485;NA;11.09;11.09;12.99;13.1;59;0213 A2_4_59
486;NA;13.8;13.8;16.03;15.73;60;0213 A2_4_60
487;NA;9.34;9.34;11.35;11.66;61;0213 A2_4_61
488;NA;10.77;10.77;12.67;12.82;62;0213 A2_4_62
489;NA;8.12;8.12;10.29;10.73;63;0213 A2_4_63
490;NA;10.93;10.93;12.83;12.96;64;0213 A2_4_64
491;NA;8.54;8.54;10.65;11.05;65;0213 A2_4_65
492;NA;13.74;13.74;15.96;15.67;66;0213 A2_4_66
493;NA;16.76;16.76;20.7;19.82;67;0213 A2_4_67
494;NA;18.51;18.51;24.91;23.71;68;0213 A2_4_68
495;NA;7.45;7.45;9.74;10.23;69;0213 A2_4_69
496;NA;14.7;14.7;17.25;16.79;70;0213 A2_4_70
497;NA;11.7;11.7;13.61;13.63;71;0213 A2_4_71
498;22;22;18.09;23.73;21.45;2;0219 A2_068SJQ_2
499;NA;13.42;13.42;15.55;14.54;3;0219 A2_068SJQ_3
500;14;14;10.93;12.83;12.3;4;0219 A2_068SJQ_4
501;NA;12.39;12.39;14.35;13.56;5;0219 A2_068SJQ_5
502;NA;13.19;13.19;15.28;14.32;6;0219 A2_068SJQ_6
503;NA;12.26;12.26;14.2;13.44;7;0219 A2_068SJQ_7
504;NA;13.53;13.53;15.69;14.66;8;0219 A2_068SJQ_8
505;NA;11.4;11.4;13.3;12.69;9;0219 A2_068SJQ_9
506;23.25;23.25;18.61;25.22;22.79;10;0219 A2_068SJQ_10
507;NA;11.48;11.48;13.38;12.75;13;0219 A2_068SJQ_13
508;16.75;16.75;16.98;21.16;19.21;14;0219 A2_068SJQ_14
509;NA;16.46;16.46;20.13;18.34;15;0219 A2_068SJQ_15
510;NA;14;14;16.29;15.15;16;0219 A2_068SJQ_16
511;NA;12.65;12.65;14.64;13.79;17;0219 A2_068SJQ_17
512;NA;11.77;11.77;13.68;13.01;18;0219 A2_068SJQ_18
513;17.75;17.75;13.9;16.16;15.04;19;0219 A2_068SJQ_19
514;NA;8.01;8.01;10.2;10.11;20;0219 A2_068SJQ_20
515;NA;7.22;7.22;9.56;9.56;21;0219 A2_068SJQ_21
516;10.25;10.25;7.45;9.74;9.72;22;0219 A2_068SJQ_22
517;NA;11.4;11.4;13.3;12.69;24;0219 A2_068SJQ_24
518;21.25;21.25;16.41;20.02;18.25;25;0219 A2_068SJQ_25
519;NA;16.73;16.73;20.65;18.78;26;0219 A2_068SJQ_26
520;NA;9.54;9.54;11.52;11.21;28;0219 A2_068SJQ_28
521;NA;12.26;12.26;14.2;13.44;30;0219 A2_068SJQ_30
522;NA;14;14;16.29;15.15;31;0219 A2_068SJQ_31
523;7.5;7.5;7.11;9.46;9.47;32;0219 A2_068SJQ_32
524;NA;13.64;13.64;15.82;14.77;34;0219 A2_068SJQ_34
525;21.75;21.75;17.57;22.45;20.32;35;0219 A2_068SJQ_35
526;NA;10.69;10.69;12.59;12.11;38;0219 A2_068SJQ_38
527;18.5;18.5;16.23;19.7;17.98;39;0219 A2_068SJQ_39
528;NA;7.34;7.34;9.65;9.64;40;0219 A2_068SJQ_40
529;NA;15.64;15.64;18.69;17.13;41;0219 A2_068SJQ_41
530;NA;10.35;10.35;12.27;11.84;42;0219 A2_068SJQ_42
531;NA;11.09;11.09;12.99;12.43;43;0219 A2_068SJQ_43
532;NA;11.7;11.7;13.61;12.94;44;0219 A2_068SJQ_44
533;10;10;5.51;8.19;8.37;45;0219 A2_068SJQ_45
534;20;20;16.86;20.91;18.99;46;0219 A2_068SJQ_46
535;NA;15.61;15.61;18.63;17.09;47;0219 A2_068SJQ_47
536;NA;6.51;6.51;8.98;9.06;48;0219 A2_068SJQ_48
537;20.5;20.5;19;26.47;23.95;50;0219 A2_068SJQ_50
538;NA;15.04;15.04;17.74;16.35;51;0219 A2_068SJQ_51
539;17;17;11.98;13.91;13.19;52;0219 A2_068SJQ_52
540;NA;12.9;12.9;14.92;14.03;53;0219 A2_068SJQ_53
541;NA;9.15;9.15;11.18;10.93;54;0219 A2_068SJQ_54
542;NA;16.55;16.55;20.29;18.47;55;0219 A2_068SJQ_55
543;NA;8.85;8.85;10.92;10.71;56;0219 A2_068SJQ_56
544;NA;8.44;8.44;10.56;10.41;57;0219 A2_068SJQ_57
545;NA;11.17;11.17;13.07;12.5;58;0219 A2_068SJQ_58
546;NA;10.77;10.77;12.67;12.17;59;0219 A2_068SJQ_59
547;NA;11.32;11.32;13.22;12.63;60;0219 A2_068SJQ_60
548;NA;6.99;6.99;9.37;9.39;61;0219 A2_068SJQ_61
549;NA;4.99;4.99;7.77;8.01;62;0219 A2_068SJQ_62
550;22.75;22.75;17.51;22.31;20.2;63;0219 A2_068SJQ_63
551;21.5;21.5;14.66;17.19;15.89;64;0219 A2_068SJQ_64
552;24.25;24.25;18.65;25.34;22.9;65;0219 A2_068SJQ_65
553;12.5;12.5;10.93;12.83;12.3;66;0219 A2_068SJQ_66
554;NA;7.57;7.57;9.84;9.8;67;0219 A2_068SJQ_67
555;NA;12.58;12.58;14.57;14.29;1;0221 A2_076SJQ_1
556;NA;14.7;14.7;17.25;16.58;2;0221 A2_076SJQ_2
557;NA;17.63;17.63;22.59;21.26;3;0221 A2_076SJQ_3
558;14;14;13.8;16.03;15.53;6;0221 A2_076SJQ_6
559;13;13;9.15;11.18;11.37;7;0221 A2_076SJQ_7
560;NA;10.93;10.93;12.83;12.8;9;0221 A2_076SJQ_9
561;NA;17.28;17.28;21.79;20.55;10;0221 A2_076SJQ_10
562;NA;15.39;15.39;18.28;17.47;12;0221 A2_076SJQ_12
563;NA;12.26;12.26;14.2;13.98;13;0221 A2_076SJQ_13
564;NA;15.31;15.31;18.17;17.37;14;0221 A2_076SJQ_14
565;NA;13.02;13.02;15.07;14.71;15;0221 A2_076SJQ_15
566;14.5;14.5;17.72;22.82;21.47;16;0221 A2_076SJQ_16
567;NA;12.26;12.26;14.2;13.98;17;0221 A2_076SJQ_17
568;NA;5.51;5.51;8.19;8.71;18;0221 A2_076SJQ_18
569;NA;8.12;8.12;10.29;10.59;19;0221 A2_076SJQ_19
570;NA;11.7;11.7;13.61;13.46;20;0221 A2_076SJQ_20
571;17;17;15.75;18.86;17.97;21;0221 A2_076SJQ_21
572;15.5;15.5;18.69;25.45;23.92;22;0221 A2_076SJQ_22
573;NA;13.42;13.42;15.55;15.13;23;0221 A2_076SJQ_23
574;NA;10.52;10.52;12.43;12.45;24;0221 A2_076SJQ_24
575;NA;15.46;15.46;18.4;17.57;26;0221 A2_076SJQ_26
576;NA;16.14;16.14;19.54;18.55;27;0221 A2_076SJQ_27
577;NA;10;10;11.94;12.03;29;0221 A2_076SJQ_29
578;NA;9.05;9.05;11.09;11.29;30;0221 A2_076SJQ_30
579;NA;7.57;7.57;9.84;10.19;32;0221 A2_076SJQ_32
580;NA;8.75;8.75;10.83;11.06;33;0221 A2_076SJQ_33
581;NA;14.05;14.05;16.36;15.82;35;0221 A2_076SJQ_35
582;16;16;16.73;20.65;19.53;37;0221 A2_076SJQ_37
583;NA;13.74;13.74;15.96;15.47;38;0221 A2_076SJQ_38
584;14;14;12.58;14.57;14.29;39;0221 A2_076SJQ_39
585;NA;10.35;10.35;12.27;12.31;40;0221 A2_076SJQ_40
586;NA;9.15;9.15;11.18;11.37;41;0221 A2_076SJQ_41
587;16;16;18.04;23.61;22.19;42;0221 A2_076SJQ_42
588;5;5;7.34;9.65;10.02;43;0221 A2_076SJQ_43
589;NA;6.75;6.75;9.17;9.6;44;0221 A2_076SJQ_44
590;NA;12.26;12.26;14.2;13.98;46;0221 A2_076SJQ_46
591;NA;11.32;11.32;13.22;13.13;48;0221 A2_076SJQ_48
592;14.5;14.5;16.6;20.39;19.3;49;0221 A2_076SJQ_49
593;12.5;12.5;14.7;17.25;16.58;50;0221 A2_076SJQ_50
594;14;14;16.91;21.01;19.85;51;0221 A2_076SJQ_51
595;NA;11.7;11.7;13.61;13.46;52;0221 A2_076SJQ_52
596;NA;7.11;7.11;9.46;9.86;53;0221 A2_076SJQ_53
597;NA;6.63;6.63;9.08;9.51;54;0221 A2_076SJQ_54
598;NA;15.95;15.95;19.2;18.27;55;0221 A2_076SJQ_55
599;NA;12.77;12.77;14.78;14.47;56;0221 A2_076SJQ_56
600;NA;10.93;10.93;12.83;12.8;57;0221 A2_076SJQ_57
601;NA;11.7;11.7;13.61;13.46;60;0221 A2_076SJQ_60
602;NA;12.9;12.9;14.92;13.92;1;0234 A2_1_1
603;NA;12.45;12.45;14.42;13.51;3;0234 A2_1_3
604;NA;15.81;15.81;18.98;17.24;6;0234 A2_1_6
605;NA;7.22;7.22;9.56;9.48;8;0234 A2_1_8
606;21;21;18.51;24.91;22.33;9;0234 A2_1_9
607;NA;17.78;17.78;22.95;20.59;10;0234 A2_1_10
608;NA;8.12;8.12;10.29;10.1;13;0234 A2_1_13
609;NA;14.39;14.39;16.81;15.45;14;0234 A2_1_14
610;NA;13.69;13.69;15.89;14.71;15;0234 A2_1_15
611;25;25;17.43;22.13;19.88;16;0234 A2_1_16
612;NA;17.87;17.87;23.17;20.79;17;0234 A2_1_17
613;23;23;17.87;23.17;20.79;19;0234 A2_1_19
614;NA;13.42;13.42;15.55;14.43;20;0234 A2_1_20
615;NA;13.19;13.19;15.28;14.2;21.1;0234 A2_1_21.1
616;NA;11.55;11.55;13.45;12.72;21.2;0234 A2_1_21.2
617;NA;6.02;6.02;8.59;8.65;22;0234 A2_1_22
618;17;17;10.93;12.83;12.21;23;0234 A2_1_23
619;NA;12.52;12.52;14.5;13.57;24.1;0234 A2_1_24.1
620;15;15;9.05;11.09;10.77;24.2;0234 A2_1_24.2
621;NA;17.74;17.74;22.86;20.52;25;0234 A2_1_25
622;NA;6.63;6.63;9.08;9.07;26;0234 A2_1_26
623;NA;7.34;7.34;9.65;9.56;29;0234 A2_1_29
624;NA;15.61;15.61;18.63;16.95;31;0234 A2_1_31
625;NA;12.26;12.26;14.2;13.33;33;0234 A2_1_33
626;NA;8.95;8.95;11;10.7;34;0234 A2_1_34
627;NA;15.12;15.12;17.87;16.32;35;0234 A2_1_35
628;NA;5.76;5.76;8.39;8.48;36;0234 A2_1_36
629;19;19;10.26;12.19;11.68;37;0234 A2_1_37
630;NA;17.76;17.76;22.91;20.55;39;0234 A2_1_39
631;NA;14.25;14.25;16.62;15.3;40;0234 A2_1_40
632;NA;16.07;16.07;19.43;17.61;41;0234 A2_1_41
633;NA;15.91;15.91;19.15;17.38;43;0234 A2_1_43
634;NA;11.32;11.32;13.22;12.53;45;0234 A2_1_45
635;NA;8.75;8.75;10.83;10.55;46;0234 A2_1_46
636;23.5;23.5;16.89;20.96;18.89;47;0234 A2_1_47
637;23.5;23.5;17.99;23.48;21.05;48;0234 A2_1_48
638;26;26;17.78;22.95;20.59;49;0234 A2_1_49
639;26;26;18.56;25.07;22.47;50;0234 A2_1_50
640;22;22;14.57;17.06;15.66;51;0234 A2_1_51
641;24;24;17.43;22.13;19.88;52;0234 A2_1_52
642;NA;5.76;5.76;8.39;8.48;53;0234 A2_1_53
643;17;17;16.32;19.86;17.97;54;0234 A2_1_54
644;12;12;10.26;12.19;11.68;55;0234 A2_1_55
645;NA;13.19;13.19;15.28;14.2;57;0234 A2_1_57
646;NA;14.05;14.05;16.36;15.08;60;0234 A2_1_60
647;19;19;13.08;15.14;14.09;62;0234 A2_1_62
648;NA;14.29;14.29;16.68;15.35;63;0234 A2_1_63
649;23.5;23.5;18.29;24.27;21.76;64;0234 A2_1_64
650;NA;14.25;14.25;16.62;15.3;65;0234 A2_1_65
651;NA;15.31;15.31;18.17;16.57;66;0234 A2_1_66
652;NA;7.79;7.79;10.02;9.87;67;0234 A2_1_67
653;NA;6.26;6.26;8.79;8.82;68;0234 A2_1_68
654;NA;14.48;14.48;16.94;15.56;69;0234 A2_1_69
655;26.5;26.5;18.56;25.07;22.47;70;0234 A2_1_70
656;NA;16.96;16.96;21.11;19.02;71;0234 A2_1_71
657;NA;10.09;10.09;12.02;11.54;72;0234 A2_1_72
658;NA;12.05;12.05;13.98;13.15;73;0234 A2_1_73
659;NA;15.43;15.43;18.34;16.71;74;0234 A2_1_74
660;NA;18.07;18.07;23.69;21.24;75;0234 A2_1_75
661;NA;18.04;18.04;23.61;21.17;76;0234 A2_1_76
662;23;23;16.73;20.65;18.63;78;0234 A2_1_78
663;NA;4.72;4.72;7.56;7.76;79;0234 A2_1_79
664;16;16;13.58;15.76;14.6;80;0234 A2_1_80
665;NA;9.54;9.54;11.52;11.11;1;0234 A2_2_1
666;NA;13.69;13.69;15.89;14.68;2;0234 A2_2_2
667;NA;11.98;11.98;13.91;13.06;3;0234 A2_2_3
668;21;21;17.28;21.79;19.56;4;0234 A2_2_4
669;25.75;25.75;18.05;23.65;21.16;6;0234 A2_2_6
670;15.25;15.25;12.19;14.13;13.24;8;0234 A2_2_8
671;24.25;24.25;17.43;22.13;19.84;9;0234 A2_2_9
672;26.25;26.25;18.56;25.07;22.43;10;0234 A2_2_10
673;NA;18.47;18.47;24.8;22.18;13;0234 A2_2_13
674;18.25;18.25;12.12;14.06;13.18;14;0234 A2_2_14
675;11;11;5.76;8.39;8.46;15;0234 A2_2_15
676;NA;6.14;6.14;8.69;8.72;16;0234 A2_2_16
677;NA;13.9;13.9;16.16;14.89;17.1;0234 A2_2_17.1
678;NA;7.45;7.45;9.74;9.62;17.2;0234 A2_2_17.2
679;NA;7.34;7.34;9.65;9.54;19;0234 A2_2_19
680;NA;15.35;15.35;18.22;16.58;20;0234 A2_2_20
681;NA;7.34;7.34;9.65;9.54;21;0234 A2_2_21
682;NA;11.84;11.84;13.76;12.94;22;0234 A2_2_22
683;NA;12.52;12.52;14.5;13.54;23;0234 A2_2_23
684;NA;16.57;16.57;20.34;18.33;24;0234 A2_2_24
685;26;26;17.94;23.35;20.9;25;0234 A2_2_25
686;NA;15.5;15.5;18.46;16.78;28;0234 A2_2_28
687;NA;13.13;13.13;15.21;14.12;30.1;0234 A2_2_30.1
688;NA;9.15;9.15;11.18;10.82;30.2;0234 A2_2_30.2
689;NA;8.23;8.23;10.38;10.16;31.1;0234 A2_2_31.1
690;NA;5.76;5.76;8.39;8.46;31.2;0234 A2_2_31.2
691;NA;7.34;7.34;9.65;9.54;32;0234 A2_2_32
692;NA;12.77;12.77;14.78;13.78;33;0234 A2_2_33
693;NA;12.9;12.9;14.92;13.89;34;0234 A2_2_34
694;NA;12.52;12.52;14.5;13.54;35;0234 A2_2_35
695;26;26;18.3;24.32;21.75;37;0234 A2_2_37
696;NA;14.25;14.25;16.62;15.27;41;0234 A2_2_41
697;20;20;15.46;18.4;16.73;43;0234 A2_2_43
698;NA;9.25;9.25;11.26;10.89;44;0234 A2_2_44
699;NA;12.71;12.71;14.71;13.72;45;0234 A2_2_45
700;NA;17.03;17.03;21.26;19.1;47;0234 A2_2_47
701;16.5;16.5;9.81;11.77;11.31;48;0234 A2_2_48
702;NA;10;10;11.94;11.45;49;0234 A2_2_49
703;27.25;27.25;18.6;25.19;22.53;50;0234 A2_2_50
704;25;25;17.99;23.48;21.01;51;0234 A2_2_51
705;NA;14.87;14.87;17.5;15.99;52;0234 A2_2_52
706;NA;15.43;15.43;18.34;16.68;53;0234 A2_2_53
707;11;11;6.99;9.37;9.3;54;0234 A2_2_54
708;NA;15.81;15.81;18.98;17.2;55;0234 A2_2_55
709;NA;9.91;9.91;11.86;11.38;57;0234 A2_2_57
710;NA;13.64;13.64;15.82;14.62;59;0234 A2_2_59
711;NA;11.25;11.25;13.14;12.44;60;0234 A2_2_60
712;NA;16.38;16.38;19.97;18.02;63;0234 A2_2_63
713;23;23;13.36;15.48;14.35;65;0234 A2_2_65
714;NA;17.17;17.17;21.55;19.35;66;0234 A2_2_66
715;NA;7.79;7.79;10.02;9.85;67;0234 A2_2_67
716;NA;8.23;8.23;10.38;10.16;68;0234 A2_2_68
717;NA;13.19;13.19;15.28;14.18;72;0234 A2_2_72
718;NA;15.46;15.46;18.4;16.73;73;0234 A2_2_73
719;NA;7.11;7.11;9.46;9.38;75;0234 A2_2_75
720;NA;13.42;13.42;15.55;14.4;76;0234 A2_2_76
721;NA;16.2;16.2;19.64;17.75;78;0234 A2_2_78
722;NA;8.23;8.23;10.38;10.16;79;0234 A2_2_79
723;NA;10.52;10.52;12.43;11.86;80;0234 A2_2_80
724;24;24;18.15;23.9;21.39;81;0234 A2_2_81
725;NA;10.09;10.09;12.02;11.52;82;0234 A2_2_82
726;24;24;17.7;22.77;20.4;84;0234 A2_2_84
727;NA;12.05;12.05;13.98;13.12;85;0234 A2_2_85
728;23.5;23.5;16.41;20.02;17.9;1;0235 A2_1_1
729;NA;17.78;17.78;22.95;20.36;2;0235 A2_1_2
730;NA;17.99;17.99;23.48;20.81;3;0235 A2_1_3
731;NA;19.04;19.04;26.57;23.59;4;0235 A2_1_4
732;10;10;8.12;10.29;9.99;5;0235 A2_1_5
733;16;16;11.4;13.3;12.45;6;0235 A2_1_6
734;NA;16.32;16.32;19.86;17.77;7;0235 A2_1_7
735;NA;18.55;18.55;25.03;22.18;8;0235 A2_1_8
736;24;24;19.83;29.53;26.47;9;0235 A2_1_9
737;NA;11.25;11.25;13.14;12.32;10;0235 A2_1_10
738;20;20;15.39;18.28;16.47;11;0235 A2_1_11
739;NA;13.31;13.31;15.41;14.15;12;0235 A2_1_12
740;NA;15.98;15.98;19.26;17.27;13;0235 A2_1_13
741;NA;17.1;17.1;21.41;19.05;14;0235 A2_1_14
742;NA;15.04;15.04;17.74;16.04;15;0235 A2_1_15
743;NA;15.57;15.57;18.58;16.71;16;0235 A2_1_16
744;19.75;19.75;16.91;21.01;18.72;17;0235 A2_1_17
745;20.75;20.75;10.93;12.83;12.07;18;0235 A2_1_18
746;NA;16.78;16.78;20.75;18.5;19;0235 A2_1_19
747;NA;15.64;15.64;18.69;16.81;20;0235 A2_1_20
748;NA;15.54;15.54;18.52;16.66;21;0235 A2_1_21
749;NA;17.32;17.32;21.89;19.46;22;0235 A2_1_22
750;26.25;26.25;18.18;23.99;21.26;23;0235 A2_1_23
751;NA;16.86;16.86;20.91;18.63;24;0235 A2_1_24
752;NA;16.98;16.98;21.16;18.84;25;0235 A2_1_25
753;NA;17.3;17.3;21.84;19.42;26;0235 A2_1_26
754;NA;14.34;14.34;16.75;15.23;27;0235 A2_1_27
755;NA;13.42;13.42;15.55;14.27;28;0235 A2_1_28
756;NA;11.4;11.4;13.3;12.45;29;0235 A2_1_29
757;NA;16.23;16.23;19.7;17.63;30;0235 A2_1_30
758;NA;14.57;14.57;17.06;15.49;31;0235 A2_1_31
759;NA;15.2;15.2;17.99;16.25;1;0235 A2_2_1
760;NA;14.61;14.61;17.13;15.56;2;0235 A2_2_2
761;NA;11.84;11.84;13.76;12.83;3;0235 A2_2_3
762;NA;17.21;17.21;21.65;19.28;4;0235 A2_2_4
763;NA;17.28;17.28;21.79;19.4;5;0235 A2_2_5
764;NA;14.79;14.79;17.38;15.76;6;0235 A2_2_6
765;NA;15.75;15.75;18.86;16.97;7;0235 A2_2_7
766;23;23;18.69;25.45;22.59;8;0235 A2_2_8
767;NA;16.41;16.41;20.02;17.92;9;0235 A2_2_9
768;NA;13.31;13.31;15.41;14.17;10;0235 A2_2_10
769;22;22;13.48;15.62;14.34;11;0235 A2_2_11
770;NA;12.45;12.45;14.42;13.37;12;0235 A2_2_12
771;NA;13.9;13.9;16.16;14.77;13;0235 A2_2_13
772;NA;15.75;15.75;18.86;16.97;14;0235 A2_2_14
773;NA;14.52;14.52;17;15.45;15;0235 A2_2_15
774;23;23;17.8;23;20.42;17;0235 A2_2_17
775;22;22;16.78;20.75;18.53;18;0235 A2_2_18
776;NA;13.85;13.85;16.09;14.72;19;0235 A2_2_19
777;NA;15.78;15.78;18.92;17.02;20;0235 A2_2_20
778;NA;13.48;13.48;15.62;14.34;21;0235 A2_2_21
779;NA;15.2;15.2;17.99;16.25;22;0235 A2_2_22
780;17;17;15.57;18.58;16.73;23;0235 A2_2_23
781;NA;15.85;15.85;19.03;17.11;24;0235 A2_2_24
782;NA;12.39;12.39;14.35;13.31;25;0235 A2_2_25
783;13;13;9.44;11.43;10.95;26;0235 A2_2_26
784;22;22;16.23;19.7;17.65;27;0235 A2_2_27
785;NA;12.58;12.58;14.57;13.49;28;0235 A2_2_28
786;NA;16.84;16.84;20.86;18.61;29;0235 A2_2_29
787;21.5;21.5;17.53;22.36;19.88;30;0235 A2_2_30
788;14;14;11.55;13.45;12.59;31;0235 A2_2_31
789;NA;16.73;16.73;20.65;18.44;32;0235 A2_2_32
790;NA;14.05;14.05;16.36;14.93;33;0235 A2_2_33
791;NA;11.17;11.17;13.07;13.5;2;0319 A3_1_2
792;2.5;2.5;8.23;10.38;11.08;3;0319 A3_1_3
793;9.5;9.5;14.39;16.81;16.82;5;0319 A3_1_5
794;NA;8.85;8.85;10.92;11.57;7.1;0319 A3_1_7.1
795;NA;6.99;6.99;9.37;10.15;7.2;0319 A3_1_7.2
796;NA;10;10;11.94;12.49;8;0319 A3_1_8
797;8.5;8.5;13.13;15.21;15.4;10;0319 A3_1_10
798;4;4;4.99;7.77;8.65;11;0319 A3_1_11
799;NA;10.93;10.93;12.83;13.29;12;0319 A3_1_12
800;NA;7.9;7.9;10.11;10.83;14;0319 A3_1_14
801;5.5;5.5;9.44;11.43;12.04;16;0319 A3_1_16
802;9;9;14.25;16.62;16.65;17;0319 A3_1_17
803;NA;11.98;11.98;13.91;14.25;19;0319 A3_1_19
804;NA;12.26;12.26;14.2;14.51;20;0319 A3_1_20
805;8.75;8.75;9.91;11.86;12.42;22;0319 A3_1_22
806;NA;9.91;9.91;11.86;12.42;23;0319 A3_1_23
807;NA;7.45;7.45;9.74;10.49;25;0319 A3_1_25
808;NA;6.63;6.63;9.08;9.88;26;0319 A3_1_26
809;NA;7.9;7.9;10.11;10.83;28;0319 A3_1_28
810;NA;4.19;4.19;7.14;8.04;30;0319 A3_1_30
811;NA;10.35;10.35;12.27;12.79;31.1;0319 A3_1_31.1
812;NA;9.15;9.15;11.18;11.8;31.2;0319 A3_1_31.2
813;7.75;7.75;9.44;11.43;12.04;33;0319 A3_1_33
814;NA;9.05;9.05;11.09;11.73;35;0319 A3_1_35
815;8;8;10.52;12.43;12.93;36;0319 A3_1_36
816;NA;10.17;10.17;12.1;12.64;37;0319 A3_1_37
817;7.25;7.25;10.93;12.83;13.29;38;0319 A3_1_38
818;5.75;5.75;8.12;10.29;11;40;0319 A3_1_40
819;8.75;8.75;10.09;12.02;12.56;42;0319 A3_1_42
820;6;6;8.23;10.38;11.08;43;0319 A3_1_43
821;8.5;8.5;11.91;13.83;14.18;45;0319 A3_1_45
822;6.25;6.25;8.44;10.56;11.25;47;0319 A3_1_47
823;6.5;6.5;6.39;8.88;9.7;48;0319 A3_1_48
824;8.75;8.75;12.05;13.98;14.31;49;0319 A3_1_49
825;8.75;8.75;11.91;13.83;14.18;51;0319 A3_1_51
826;NA;6.26;6.26;8.79;9.61;54.1;0319 A3_1_54.1
827;NA;5.76;5.76;8.39;9.23;54.2;0319 A3_1_54.2
828;9.25;9.25;15.2;17.99;17.87;55;0319 A3_1_55
829;4.5;4.5;7.57;9.84;10.58;56;0319 A3_1_56
830;NA;10.69;10.69;12.59;13.08;57;0319 A3_1_57
831;NA;9.81;9.81;11.77;12.34;58;0319 A3_1_58
832;7.25;7.25;11.32;13.22;13.64;59;0319 A3_1_59
833;4;4;4.86;7.67;8.55;61;0319 A3_1_61
834;NA;10.69;10.69;12.59;13.08;62;0319 A3_1_62
835;NA;11.09;11.09;12.99;13.43;63;0319 A3_1_63
836;5;5;8.01;10.2;10.92;65;0319 A3_1_65
837;NA;11.48;11.48;13.38;13.78;66;0319 A3_1_66
838;NA;6.26;6.26;8.79;9.61;67.1;0319 A3_1_67.1
839;NA;6.63;6.63;9.08;9.88;70;0319 A3_1_70
840;NA;6.63;6.63;9.08;9.88;71;0319 A3_1_71
